"id","authors","year","title","WI","number","version","media","comment","newname","publisher","subtitle","publishdate","pagecount","category","language","sale","price","currency","mature","isbn10","isbn13","matching"
1159,"Carr, Nicholas",2008,"The Big Switch",10,279,"","","","The Big Switch: Rewiring the World, from Edison to Google","W. W. Norton & Company",NA,"2009-01-19","288","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780393333947","0"
1161,"Tanenbaum, Andrew S.",2008,"Sturctured Computer Organization",15,113,"g","","","Verteilte Systeme",NA,"Prinzipien und Paradigmen","2008","761","Distributed processing","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3827372933","9783827372932","4"
1162,"Shuen, Amy",2008,"Web 2.0: A Strategy Guide",25,384,"","","","Web 2.0: A Strategy Guide","""O'Reilly Media, Inc.""","Business thinking and strategies behind successful Web 2.0 implementations.","2008-04-23","272","Computers","en","FOR_SALE","13.33","EUR","NOT_MATURE","0596553757","9780596553753","0"
1163,"Wolf, JÃ_rgen",2008,"Shell-Programmierung Das umfassende Handbuch",11,842,"","","","Buch und Text","Walter de Gruyter","Literatur- und kulturhistorische Untersuchungen zur volkssprachigen Schriftlichkeit im 12. und 13. Jahrhundert","2008-12-19","492","Literary Criticism","de","FOR_SALE","139.95","EUR","NOT_MATURE",NA,"9783484970762","4"
1164,"Fong, Joseph",2008,"Information Systems Reengineering and Integration 2nd Ed.",15,722,"","","","Information Technology and the Law",NA,"ITLaw","1994",NA,"Law","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"2"
1165,"Visser, Ubbo",2008,"Intelligent Information Integration for the Semantinc Web",15,721,"","","","Intelligent Information Integration for the Semantic Web","Springer",NA,"2005-01-11","142","Computers","en","FOR_SALE","49.97","EUR","NOT_MATURE",NA,"9783540286363","0"
1167,"Stych, C. Zeppenfeld, K.",2008,"Informatik im Fokus ITIL",71,153,"","","","Was tun mit der Informatik?","BoD ñ Books on Demand","Ratgeber fur Businessmanager fur den Umgang mit der IT","2013-06-06","60","Law","de","FOR_SALE","11.99","EUR","NOT_MATURE",NA,"9783842388093","2"
1168,"Fensel, Dieter",2008,"Intelligent Information Integration in B2B Electronic Commerce",15,724,"","","","Intelligent Information Integration in B2B Electronic Commerce","Springer Science & Business Media",NA,"2013-11-11","144","Computers","en","FOR_SALE","97.36","EUR","NOT_MATURE",NA,"9781475755381","2"
1170,"Weske, Mathias",2008,"Business Process Management",74,46,"e","","","Business Process Management","Springer Science & Business Media","Concepts, Languages, Architectures","2012-05-03","404","Computers","en","FOR_SALE","44.14","EUR","NOT_MATURE",NA,"9783642286162","0"
1171,"Silberschatz",2008,"Database System Concepts 5th Ed.",15,247,"g","","","Database System Concepts","McGraw-Hill Education",NA,"2011","1349","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0071289593","9780071289597","0"
1172,"Spath, Dieter; Fraunhofer Institut",2008,"Fraunhofer IAO Studie Business Process Management Tools",74,78,"","","","Zentrum fur Virtuelles Engineering ZVE",NA,"Haus der Wissensarbeit.","2013-07-19","172",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3839605571","9783839605578","4"
1173,"Wohlers, Breitner",2008,"RFID-Anwendungen - EinfÃ_hrung, Fallbeispiele und Szenarien in der Praxis",11,848,"","","","Privacy Protection Against RFID Spying",NA,"Challenges and Countermeasures","2004","20",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"4"
1174,"Posch, Torsten; Birken, Klaus; Gerdom, Michael",2008,"Basiswissen Softwarearchitektur - Verstehen, entwerfen, wiederverwenden",14,801,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
1175,"Franke, W., Dangelmaier, W.",2006,"RFID - Leitfaden fÃ_r die Logistik",11,847,"","","","RFID - Leitfaden fur die Logistik","Springer-Verlag","Anwendungsgebiete, Einsatzmoglichkeiten, Integration, Praxisbeispiele","2007-11-21","297","Business & Economics","de","FOR_SALE","62.99","EUR","NOT_MATURE",NA,"9783834991881","2"
1176,"Hanhart, Daniel",2008,"Mobile Computing und RFID im Facility Management",11,846,"","","","Mobile Computing und RFID im Facility Management","Springer-Verlag","Anwendungen, Nutzen und serviceorientierter Architekturvorschlag","2008-03-13","250","Business & Economics","de","FOR_SALE","39.99","EUR","NOT_MATURE",NA,"9783540775522","0"
1177,"Schmidt, Dirk",2008,"RFID im Mobile Supply Chain Event Management",11,845,"","","","RFID im Mobile Supply Chain Event Management","Springer-Verlag","Anwendungsszenarien, Verbreitung und Wirtschaftlichkeit","2007-12-08","176","Business & Economics","de","FOR_SALE","54.99","EUR","NOT_MATURE",NA,"9783834992864","0"
1178,"Giller, Frank Hansen, Wolf-RÃ_diger",2008,"RFID - FÃ_r die Optimierung von GeschÃ_ftsprozessen",11,483,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
1179,"Seidler, Sebastian",2008,"Das Internet der Dinge: Die Nutzung von Internet, RFID und EPC in der Logistik",11,849,"","","","Das Internet der Dinge: Die Nutzung von Internet, RFID und EPC in der Logistik","GRIN Verlag",NA,"2007","60",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783638679961","0"
1180,"Alpar, Paul Blachke, Steffen",2008,"Web 2.0 - Eine empirische Bestandsaufnahme",25,392,"","","","Web 2.0 - Eine empirische Bestandsaufnahme","Springer-Verlag",NA,"2008-07-10","338","Computers","de","FOR_SALE","52.99","EUR","NOT_MATURE",NA,"9783834894984","2"
1181,"Finkenzeller, Klaus",2008,"RFID Handbuch",11,759,"d","","","RFID-Handbuch",NA,"Grundlagen und praktische Anwendungen induktiver Funkanlagen, Transponder und kontaktloser Chipkarten","2006","490",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3446403981","9783446403987","0"
1182,"Hromkovic, Juraj",2008,"Theoretische Informatik - 3. Auflage",54,73,"","","","Theoretische Informatik","Springer-Verlag","Formale Sprachen, Berechenbarkeit, Komplexitatstheorie, Algorithmik, Kommunikation und Kryptographie","2014-08-18","349","Computers","de","FOR_SALE","29.99","EUR","NOT_MATURE",NA,"9783658064334","0"
1183,"Moos, Alfred",2008,"XQuery und SQL/XML in DB 2-Datenbanken",15,728,"","","","XQuery und SQL/XML in DB2-Datenbanken","Springer-Verlag","Verwaltung und Erzeugung von XML-Dokumenten in DB2 ; [mit Online-Service]","2008","333",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3834803901","9783834803900","3"
1184,"Hildebrand, K., Gebauer, M., Hinrichts, H., Mielke, M.",2008,"Daten- und InformationsqualitÃ_t",15,727,"","","","Daten- und Informationsqualitat","Springer-Verlag","Auf dem Weg zur Information Excellence","2015-05-04","422","Computers","de","FOR_SALE","39.99","EUR","NOT_MATURE",NA,"9783658092146","2"
1185,"Bauer, GÃ_nther",2008,"Architekturen fÃ_r Web-Anwendungen",18,754,"","","","Architekturen fur Web-Anwendungen","Springer-Verlag","Eine praxisbezogene Konstruktions-Systematik","2009-01-29","223","Computers","de","FOR_SALE","24.99","EUR","NOT_MATURE",NA,"9783834892539","3"
1186,"Booch, Grady; Rumbaugh, James; Jacobson, Ivar",98,"The Unified Modeling Language User Guide",13,483,"b","","","The Unified Modeling Language User Guide","Pearson Education India",NA,"2005-09-01","482","Computer science","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","8131715825","9788131715826","0"
1187,"Reppesgaard Lars",2008,"Das GOOGLE Imperium",10,283,"","","","Das Google-Imperium","Murmann Verlag DE",NA,"2011-03-25","296","Business & Economics","de","FOR_SALE","8.99","EUR","NOT_MATURE",NA,"9783867741538","0"
1188,"Lytras, Militiadis D.",2008,"The Open Knowledge Society",25,404,"","","","Emerging Technologies and Information Systems for the Knowledge Society","Springer Science & Business Media","First World Summit on the Knowledge Society, WSKS 2008, Athens, Greece, September 24-26, 2008. Proceedings","2008-09-11","603","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540877806","0"
1189,"Tapscott, Don",2009,"Grown up digital",25,412,"","","","Grown Up Digital: How the Net Generation is Changing Your World","McGraw Hill Professional",NA,"2008-11-16","288","Business & Economics","en","FOR_SALE","19.98","EUR","NOT_MATURE","0071641556","9780071641555","0"
1190,"Biskup, Joachim",2009,"Security in Computing Systems",11,857,"","","","Security in Computing Systems","Springer Science & Business Media","Challenges, Approaches and Solutions","2008-11-14","694","Computers","en","FOR_SALE","58.3","EUR","NOT_MATURE",NA,"9783540784425","0"
1191,"Schwieren, Joachim",2009,"Konzeption und Realisierung einer RFID-Middleware-Architektur fÃ_r Mobile Systeme",14,832,"b","Diss","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
1193,"Kemper, A. Eickler, A.",2009,"Datenbanksysteme 6. Auflage",15,385,"d","","","Datenbanksysteme","Oldenbourg Verlag","eine Einfuhrung","2006","672","Database management","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3486576909","9783486576900","0"
1194,"Saake, Gunter Heuer, Andreas Sattler, Kai-Uwe",2009,"Datenbanken: Implementierungstechniken",15,365,"b","","","Datenbanken","mitp Verlags GmbH & Co. KG","Implementierungstechniken","2011","630",NA,"en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783826691560","0"
1195,"Lehner, Wolfgang; SchÃ¶ning, Harald",2009,"XQuery Grundlagen und fortgeschrittene Methoden",15,200,"c","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
1196,"Ester, Martin Sander, JÃ¶rg",2009,"Knowledge Discovery in Databases",15,564,"b","","","Machine Learning and Knowledge Discovery in Databases","Springer Science & Business Media","European Conference, ECML PKDD 2009, Antwerp, Belgium, September 7-11, 2009 : Proceedings","2009-09-03","762","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783642041730","2"
1197,"Belussi, Alberto Catania, Barbara Clementini, Eliseo",2009,"Spatial Data on the Web Modeling and Management",15,739,"","","","Extended Follow-up and Spatial Analysis of the American Cancer Society Study Linking Particulate Air Pollution and Mortality",NA,NA,"2009","140","Air","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,NA,"2"
1198,"Petersohn, Helge",2009,"Data Mining Verfahren, Prozesse, Anwendungsarchitektur",15,740,"","","","Data Mining","Oldenbourg Verlag","Verfahren, Prozesse, Anwendungsarchitektur","2005","330",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3486577158","9783486577150","0"
1199,"Malinowski, Elzbieta ZimÃƒÂ¡nyi, Esteban",2009,"Advanced Data Warehouse Design",15,736,"","","","Advanced Web Technologies and Applications","Springer Science & Business Media","6th Asia-Pacific Web Conference, APWeb 2004, Hangzhou, China, April 14-17, 2004, Proceedings","2004-04-05","938","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783540213710","2"
1201,"HÃ¶pfner, H., TÃ_rker, C., KÃ¶nig-Ries, B.",2009,"Mobile Datenbanken und Informationssysteme",15,737,"","","","Techniken fur mobile Datenbanken in Informationssystemen","diplom.de",NA,"2009-09-13","116","Computers","de","FOR_SALE","38","EUR","NOT_MATURE",NA,"9783836635158","2"
1203,"Heitsiek, Stefan",2009,"Oracle Express Edition",15,734,"","","","Oracle Express Edition","MITP-Verlags GmbH & Co. KG",NA,"2012","408","Oracle Database 10g Express Edition","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783826692192","0"
1204,"Heitsiek, Stefan",2009,"Oracle Express Edition CD",15,734,"","CD","","Oracle Express Edition","MITP-Verlags GmbH & Co. KG",NA,"2012","408","Oracle Database 10g Express Edition","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783826692192","0"
1205,"Kemper, A. Wimmer, M.",2009,"ÃƒÂœbungsbuch Datenbanksysteme",15,735,"","","","Ubungsbuch Datenbanksysteme","Oldenbourg Verlag",NA,"2011-12-07","448","Computers","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783486708233","4"
1207,"BrÃ_cher, Cornel JÃ_des, Frank Haupt, Mario",2009,"Oracle Survival Guide",15,730,"b","","","Oracle Performance Survival Guide","Pearson Education","A Systematic Approach to Database Optimization","2009-10-09","768","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780137000500","2"
1208,"Petkovic, Milan Jonker, Willem",2009,"Security, Privacy and Trust in Modern Data Management",15,733,"","","","Security, Privacy, and Trust in Modern Data Management","Springer Science & Business Media",NA,"2007-06-12","490","Computers","en","FOR_SALE","87.46","EUR","NOT_MATURE",NA,"9783540698616","0"
1209,"Geisler, Frank",2009,"Datenbanken Grundlagen und Design",15,732,"","","","Datenbanken - Grundlagen und Design","mitp Verlags GmbH & Co. KG","","2014-06-13","560","Computers","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783826697074","0"
1210,"Saake, Gunter Sattler, Kai-Uwe Heuer, Andreas",2009,"Datenbanken Konzepte und Sprachen",15,365,"c","","","Datenbanken ñ Konzepte und Sprachen","MITP-Verlags GmbH & Co. KG","","2013-03-04","784","Computers","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783826695193","0"
1211,"Klettke, Meike Meyer, Holger",2009,"XML & Datenbanken Konzepte, Sprachen und Systeme",15,623,"c","","","Evaluation von XML und Java","GRIN Verlag",NA,"2003-01-13","92","Computers","de","FOR_SALE","34.99","EUR","NOT_MATURE",NA,"9783638164214","2"
1213,"Byron, Angela",2009,"Using Drupal",11,868,"","","","Using Drupal","""O'Reilly Media, Inc.""",NA,"2012-04-10","494","Computers","en","FOR_SALE","24.16","EUR","NOT_MATURE",NA,"9781449336158","0"
1214,"Peacock, Michael",2009,"Drupal 6 Social Networking",11,869,"","","","Drupal 7 Social Networking","Packt Publishing Ltd","Build a Social Or Community Website with Friends Lists, Groups, Custom User Profiles, and Much More","2011-09-21","328","Computers","en","FOR_SALE","17.49","EUR","NOT_MATURE",NA,"9781849516013","0"
1215,"Nobel, Mark",2009,"Drupal 6 Site Builder Solutions",11,867,"","","","Drupal 6 Site Blueprints","Packt Publishing Ltd","Ready-made Plans for 12 Different Professional Drupal Sites","2009-08-19","255","Computers","en","FOR_SALE","17.49","EUR","NOT_MATURE",NA,"9781847199041","2"
1216,"Fitzgerald, Bill",2009,"Drupal for Education and E-Learning",11,866,"","","","Drupal for Education and E-Learning","Packt Publishing Ltd",NA,"2008-11-28","400","Computers","en","FOR_SALE","17.49","EUR","NOT_MATURE","1847195032","9781847195036","0"
1219,"Pohl, Klaus Rupp, Chris",2009,"Basiswissen Requirements Engineering",14,850,"","","","Basiswissen Requirements Engineering",NA,"Aus- und Weiterbildung zum ""Certified Professional for Requirements Engineering"" ; Foundation Level nach IREB-Standard","2015","171",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3864916747","9783864916748","0"
1220,"Grosskopf, Alexander; Decker, Gero; Weske Mathias",2006,"The Process",11,871,"","","","Description of the Process of Manufacturing Coal Gas, for the Lighting of Streets, Houses, and Public Buildings. with Elevations, Sections, and Plans of the Most Improved Sorts of Appartus Now Employed at Teh Gas Works in London, and the Principal Towns of Great Britain; Accompanied with Comparative Estimates, Exhibiting the Most Economical Mode of Procuring this Species of Light , The 2. Ed",NA,NA,"1820",NA,NA,"en","FREE",NA,NA,"NOT_MATURE",NA,NA,"2"
1221,"Bernstein, Philip A. Newcomer, Eric",2009,"Principles of Transaction Processing 2nd Edition",15,742,"","","","Principles of Transaction Processing","Morgan Kaufmann",NA,"2009-07-24","400","Computers","en","FOR_SALE","40.78","EUR","NOT_MATURE","0080948413","9780080948416","0"
1223,"Oestereich, Bernd",2006,"Analyse und Design mit UML 2.1",14,836,"","","","Analyse und Design mit der UML 2.5","Oldenbourg Verlag","Objektorientierte Softwareentwicklung","2012-09-19","408","Computers","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783486716672","0"
1224,"Hitz, M.; Kappel, G.; Kapsammer, E.; Retschitzegger, W.",2005,"UML@Work",14,837,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4"
1225,"Safko, Lon Brake, David K.",2009,"The Social Media Bible",25,431,"","","","The Social Media Bible","John Wiley & Sons","Tactics, Tools, and Strategies for Business Success","2012-04-17","640","Business & Economics","en","FOR_SALE","4.74","EUR","NOT_MATURE",NA,"9781118283455","0"
1226,"Dasgupta, Sanjoy Papadimitriou, Christos Vazirani, Umesh",2008,"Algorithms",24,31,"","","","Algorithms","McGraw-Hill Education",NA,"2006-09-13","336","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0073523402","9780073523408","0"
1227,"Li, Charline Bernoff, Josh",2010,"marketing in the grundswell",25,436,"","","","Marketing in the Groundswell","Harvard Business School Press",NA,"2009","131","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","1422129802","9781422129807","0"
1228,"Cross, Rob Thomas, Robert J.",2010,"Social Networks",25,441,"","","","Social Networks and Historical Sociolinguistics","Walter de Gruyter","Studies in Morphosyntactic Variation in the Paston Letters (1421-1503)","2005","318","Language Arts & Disciplines","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3110183102","9783110183108","2"
1229,"Shih, Clara",2010,"The Facebook Era",25,437,"","","","The Facebook Era","Prentice Hall","Tapping Online Social Networks to Build Better Products, Reach New Audiences, and Sell More Stuff","2009-03-12","256","Business & Economics","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0137153163","9780137153169","0"
1230,"White, Tom",2010,"Hadoop - The Definitive Guide",25,438,"","","","Hadoop: The Definitive Guide","""O'Reilly Media, Inc.""",NA,"2015-03-25","756","Computers","en","FOR_SALE","28.74","EUR","NOT_MATURE",NA,"9781491901700","0"
1231,"Seregan Toby Hammerbacher Jeff",2010,"Beautiful Data",15,864,"","","","Beautiful Circuits","Columbia University Press","Modernism and the Mediated Life","2010-08-20","400","Literary Criticism","en","FOR_SALE","30.08","EUR","NOT_MATURE",NA,"9780231518406","2"
1232,"Governor, J.; Hinchliffe, D.; Nickull D.",2009,"Web 2.0 Architectures",25,418,"","","","Web Services Research for Emerging Applications: Discoveries and Trends","IGI Global","Discoveries and Trends","2010-02-28","720","Computers","en","FOR_SALE","139.76","EUR","NOT_MATURE",NA,"9781615206858","2"
1234,"Reynolds, George. W.",2010,"Information Technology for Managers",12,614,"","","","Information Technology for Managers","Cengage Learning",NA,"2009-05-04","500","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9781423901693","0"
1235,"Hagemann, S.",2010,"A Framework for the Consistent Usage of Tag-Based Mashups",25,434,"b","Diss","","A Framework for the Consistent Usage of Tag-based Mashups",NA,NA,"2010","178","Mashups (World Wide Web)","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3898385051","9783898385053","2"
1236,"Qualman, Erik",2009,"socialnomics",23,89,"","","","Socialnomics","MITP-Verlags GmbH & Co. KG","wie Social-Media Wirtschaft und Gesellschaft verandern","2010","246","Social media","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3826690206","9783826690204","0"
1237,"Lanier, Jaron",2010,"You are not a Gadget",99,239,"","","","You Are Not a Gadget","Vintage",NA,"2010-01-12","209","Science","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780307593146","0"
1238,"Blossom, John",2010,"Content Nation",10,286,"","","","Content Nation","John Wiley & Sons","Surviving and Thriving as Social Media Changes Our Work, Our Lives, and Our Future","2011-09-14","368","Computers","en","FOR_SALE","15.99","EUR","NOT_MATURE",NA,"9780470495490","0"
1239,"Mather, Tim; Kumaraswamy, Subra; Latif, Shahed",2010,"Cloud Security and Privacy",15,746,"","","","Cloud Security and Privacy","""O'Reilly Media, Inc.""","An Enterprise Perspective on Risks and Compliance","2009-09-04","338","Computers","en","FOR_SALE","18.75","EUR","NOT_MATURE",NA,"9781449379513","0"
1240,"Anderson, J. Chris; Lehnardt, Jan; Slater, Noah",2010,"CouchDB The Definitive Guide",15,747,"","","","CouchDB: The Definitive Guide","""O'Reilly Media, Inc.""",NA,"2010-01-19","272","Computers","en","FOR_SALE","21.24","EUR","NOT_MATURE",NA,"9781449382933","0"
1241,"Ouellette, Jason",2010,"Development with the Force.com Platform",13,692,"","","","Development with the Force.com Platform","Addison-Wesley Professional","Building Business Applications in the Cloud","2013-11-12","448","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9780133511581","0"
1242,"Zhang, Liang-Jie; Zhang, Jia; Cai Hong",2010,"Services Computing",14,21,"","","","Services Computing","Springer Science & Business Media",NA,"2008-08-07","349","Computers","en","FOR_SALE","108.28","EUR","NOT_MATURE","3540382844","9783540382843","0"
1243,"Oberschelp, Walter; Vossen, Gottfried",2003,"Rechneraufbau und Rechnerstrukturen 9. Auflage",11,177,"l","","","Rechneraufbau und Rechnerstrukturen","Oldenbourg Verlag",NA,"2006","564","Computer architecture","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3486578499","9783486578492","0"
1244,"McFedries Paul",2010,"iPad",10,226,"","","","iPad Pocket Genius","John Wiley and Sons",NA,"2010-10-26","311","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9781118009666","0"
1245,"Reimers, Stefan Thies, Gunnar",2009,"PHP 5.3 & MySQL 5.1 (2. Auflage)",14,619,"b","","","PHP Zend Certified Engineer","MITP-Verlags GmbH & Co. KG","Ubungsbuch zur Zertifizierung mit deutschen Fragen","2011","346",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783826691409","2"
1246,"Reimers, Stefan Thies, Gunnar",2010,"PHP 5.3 & MySQL 5.5 (3. Auflage)",14,619,"c","","","PHP programmieren unter Windows","Microsoft Press Deutschland","Webanwendungen mit IIS, SQL Server, Active Directory, Exchange","2010","558","Electronic books","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3866454473","9783866454477","2"
1247,"Combi, Carlo u.a.",2010,"Temporal Information Systems in Medicine",15,749,"","","","Temporal Data Mining","CRC Press",NA,"2010-03-10","395","Computers","en","FOR_SALE","69.2","EUR","NOT_MATURE","1420089773","9781420089776","2"
1248,"Arora, Sanjeev und Barak, Boaz",2010,"Computional Complexity A Modern Approach",10,306,"","","","Computational Complexity","Cambridge University Press","A Modern Approach","2009-04-20",NA,"Computers","en","FOR_SALE","31.65","EUR","NOT_MATURE",NA,"9781139477369","4"
1250,"Treadaway, Chris; Smith, Mari",2010,"Facebook Marketing",10,291,"","","","Facebook Marketing","John Wiley & Sons","An Hour a Day","2012-04-12","360","Business & Economics","en","FOR_SALE","18.99","EUR","NOT_MATURE",NA,"9781118239124","0"
1255,"Cormen Th.H., Leiserson Ch.E., Rivest R., Stein C.",2010,"Algorithmen - Eine EinfÃ_hrung",24,27,"c","","","Graphentheoretische Konzepte und Algorithmen","Springer-Verlag",NA,"2009-01-01","408","Algorithms","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3834806293","9783834806291","2"
1256,"Maimon, O., Rokach, L. (Eds)",2010,"Data Mining and Knowledge Discovery Handbook",52,675,"","","","Visual Analytics and Interactive Technologies: Data, Text and Web Mining Applications","IGI Global","Data, Text and Web Mining Applications","2010-10-31","362","Computers","en","FOR_SALE","139.76","EUR","NOT_MATURE",NA,"9781609601041","2"
1257,"Koch, M., Richter, A.",2009,"Enterprise 2.0 - Planung, EinfÃ_hrung und erfolgreicher Einsatz von Social Software in Unternehmen",25,467,"","","","Enterprise 2.0","Oldenbourg Verlag","Planung, Einfuhrung und erfolgreicher Einsatz von Social Software in Unternehmen","2009","259","Unternehmen - Wissensmanagement - Soziale Software","de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3486590545","9783486590548","3"
1258,"Back, A., Gronau, N., Tochtermann, K.",2009,"Web 2.0 in der Unternehmenspraxis",25,466,"","","","Web 2.0-Anwendungen zur Informationsgewinnung von Unternehmen","Logos Verlag Berlin GmbH","Nutzungsmoglichkeiten fur Marktforschung, Innovationsmanagement und CRM","2009","484",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783832522902","2"
1259,"Heuser, Leutz",2010,"Heinz' Life 1962-2032",10,292,"","","","Heinz' Life",NA,"kleine Geschichte vom Kommen und Gehen des Computers ; [1962 - 2032]","2010","333",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3446420770","9783446420779","0"
1260,"Freund, J., RÃ_cker, B.",2010,"Praxishandbuch BPMN 2.0",74,137,"","","","Praxishandbuch BPMN 2.0","Carl Hanser Verlag GmbH  Co KG",NA,"2014-09-04","296","Computers","de","FOR_SALE","27.99","EUR","NOT_MATURE",NA,"9783446442924","2"
1261,"Edlich, S., Friedland, A., Hampe, J., Brauer, B.,",2010,"NoSQL",15,752,"","","","Von Geodaten bis NoSQL: Leistungsstarke PHP-Anwendungen",NA,"Aktuelle Techniken und Methoden fur Fortgeschrittene","2012","507",NA,"de","NOT_FOR_SALE",NA,NA,"NOT_MATURE","3446429956","9783446429956","2"
1262,"Tiemeyer, E.",2010,"Handbuch IT-Projekt-Management",13,699,"","","","Handbuch IT-Projektmanagement","Carl Hanser Verlag GmbH  Co KG","Vorgehensmodelle, Managementinstrumente, Good Practices","2014-07-03","780","Computers","de","FOR_SALE","39.99","EUR","NOT_MATURE",NA,"9783446441217","2"
1263,"Barr, Jeff",0,"Host your web site in the cloud Amazon Web Services made easy",15,751,"","","","Host Your Web Site in the Cloud","Sitepoint Pty Limited","Amazon Web Services Made Easy","2010-06-15","364","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0980576830","9780980576832","0"
1264,"Biersdorfer, J.D.",2010,"iPad - the missing manual",17,231,"","","","View and Manage Your Photos on the iPad: The Mini Missing Manual","""O'Reilly Media, Inc.""",NA,"2010-05-03","21","Computers","en","FOR_SALE","3.33","EUR","NOT_MATURE",NA,"9781449390631","0"
1265,"Hosoya, Haruo",2011,"Foundations of XML Processing - The Tree-Automata Approach",15,753,"","","","Foundations of XML Processing","Cambridge University Press","The Tree-Automata Approach","2010-11-04",NA,"Computers","en","FOR_SALE","47.48","EUR","NOT_MATURE",NA,"9781139492362","0"
1266,"Baeza-Yates, Ricardo; Ribeiro-Neto, Berthier",2011,"Modern Information Retrieval - the concepts and technology behind search",15,603,"b","","","Modern Information Retrieval","Addison-Wesley Professional","The Concepts and Technology Behind Search","2011","913","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE","0321416910","9780321416919","0"
1267,"Easley, David; Kleinberg, Jon",2010,"Networks, Crowds, and Markets",10,97,"","","","Networks, Crowds, and Markets","Cambridge University Press","Reasoning About a Highly Connected World","2010-07-19",NA,"Computers","en","FOR_SALE","31.65","EUR","NOT_MATURE","1139490303","9781139490306","0"
1268,"Teory, Toby; Lightstone, Sam; Nadeau, Tom; Jagadish, H.V.",2011,"Database Modeling and Design (5th Edition)",15,294,"c","","","Database Modeling and Design","Elsevier","Logical Design","2011-02-10","352","Computers","en","FOR_SALE","41.61","EUR","NOT_MATURE",NA,"9780123820211","2"
1269,"Ceri, Stefano; Brambilla Marco",2010,"Search Computing - Challenges and Directions",90,5950,"","","","Search Computing","Springer Science & Business Media","Challenges and Directions","2010-04-01","321","Computers","en","NOT_FOR_SALE",NA,NA,"NOT_MATURE",NA,"9783642123092","0"
1270,"Newman, M.E.J.",2011,"Networks - An Introduction",52,670,"c","","","Networks: An Introduction","OUP Oxford",NA,"2010-03-25","784","Science","en","FOR_SALE","15.6","EUR","NOT_MATURE",NA,"9780191500701","2"
